"id","device_id","time_stamp","left_right","breath","heart","turn_over","body_move","sit_up","init_status","bed_status","signal_quality"
22583306,w4lc57jlk4n4d,1762415777,0,15,72,0,0,0,0,0,0
22583293,w4lc57jlk4n4d,1762415767,0,15,74,0,0,0,0,0,0
22583294,w4lc57jlk4n4d,1762415767,0,15,74,0,0,0,0,0,0
22583281,w4lc57jlk4n4d,1762415757,0,15,78,0,0,0,0,0,0
22583282,w4lc57jlk4n4d,1762415757,0,15,78,0,0,0,0,0,0
22583269,w4lc57jlk4n4d,1762415747,0,15,76,0,0,0,0,0,0
22583270,w4lc57jlk4n4d,1762415747,0,15,76,0,0,0,0,0,0
22583257,w4lc57jlk4n4d,1762415737,0,16,71,0,0,0,0,0,0
22583258,w4lc57jlk4n4d,1762415737,0,16,71,0,0,0,0,0,0
22583245,w4lc57jlk4n4d,1762415727,0,15,74,0,0,0,0,0,0
22583246,w4lc57jlk4n4d,1762415727,0,15,74,0,0,0,0,0,0
22583233,w4lc57jlk4n4d,1762415717,0,15,74,0,0,0,0,0,0
22583234,w4lc57jlk4n4d,1762415717,0,15,74,0,0,0,0,0,0
22583221,w4lc57jlk4n4d,1762415707,0,16,76,0,0,0,0,0,0
22583222,w4lc57jlk4n4d,1762415707,0,16,76,0,0,0,0,0,0
22583209,w4lc57jlk4n4d,1762415697,0,16,75,0,0,0,0,0,0
22583210,w4lc57jlk4n4d,1762415697,0,16,75,0,0,0,0,0,0
22583197,w4lc57jlk4n4d,1762415687,0,15,78,0,0,0,0,0,0
22583198,w4lc57jlk4n4d,1762415687,0,15,78,0,0,0,0,0,0
22583185,w4lc57jlk4n4d,1762415677,0,15,79,0,0,0,0,0,0
22583186,w4lc57jlk4n4d,1762415677,0,15,79,0,0,0,0,0,0
22583173,w4lc57jlk4n4d,1762415667,0,15,72,0,0,0,0,0,0
22583174,w4lc57jlk4n4d,1762415667,0,15,72,0,0,0,0,0,0
22583161,w4lc57jlk4n4d,1762415657,0,14,72,0,0,0,0,0,0
22583162,w4lc57jlk4n4d,1762415657,0,14,72,0,0,0,0,0,0
22583149,w4lc57jlk4n4d,1762415647,0,15,75,0,0,0,0,0,0
22583150,w4lc57jlk4n4d,1762415647,0,15,75,0,0,0,0,0,0
22583137,w4lc57jlk4n4d,1762415637,0,15,75,0,0,0,0,0,0
22583138,w4lc57jlk4n4d,1762415637,0,15,75,0,0,0,0,0,0
22583125,w4lc57jlk4n4d,1762415627,0,15,74,0,0,0,0,0,0
22583126,w4lc57jlk4n4d,1762415627,0,15,74,0,0,0,0,0,0
22583113,w4lc57jlk4n4d,1762415617,0,15,71,0,0,0,0,0,0
22583114,w4lc57jlk4n4d,1762415617,0,15,71,0,0,0,0,0,0
22583101,w4lc57jlk4n4d,1762415607,0,15,73,0,0,0,0,0,0
22583102,w4lc57jlk4n4d,1762415607,0,15,73,0,0,0,0,0,0
22583097,w4lc57jlk4n4d,1762415603,0,15,71,0,0,0,0,0,0
22583098,w4lc57jlk4n4d,1762415603,0,15,71,0,0,0,0,0,0
22583087,w4lc57jlk4n4d,1762415597,0,15,73,0,0,0,0,0,0
22583088,w4lc57jlk4n4d,1762415597,0,15,73,0,0,0,0,0,0
22583075,w4lc57jlk4n4d,1762415587,0,15,75,0,0,0,0,0,0
22583076,w4lc57jlk4n4d,1762415587,0,15,75,0,0,0,0,0,0
22583063,w4lc57jlk4n4d,1762415577,0,14,75,0,0,0,0,0,0
22583064,w4lc57jlk4n4d,1762415577,0,14,75,0,0,0,0,0,0
22583051,w4lc57jlk4n4d,1762415566,0,15,75,0,0,0,0,0,0
22583052,w4lc57jlk4n4d,1762415566,0,15,75,0,0,0,0,0,0
22583039,w4lc57jlk4n4d,1762415556,0,15,76,0,0,0,0,0,0
22583040,w4lc57jlk4n4d,1762415556,0,15,76,0,0,0,0,0,0
22583027,w4lc57jlk4n4d,1762415546,0,15,76,0,0,0,0,0,0
22583028,w4lc57jlk4n4d,1762415546,0,15,76,0,0,0,0,0,0
22583015,w4lc57jlk4n4d,1762415536,0,15,74,0,0,0,0,0,0
22583016,w4lc57jlk4n4d,1762415536,0,15,74,0,0,0,0,0,0
22583003,w4lc57jlk4n4d,1762415526,0,14,71,0,0,0,0,0,0
22583004,w4lc57jlk4n4d,1762415526,0,14,71,0,0,0,0,0,0
22582991,w4lc57jlk4n4d,1762415516,0,14,76,0,0,0,0,0,0
22582992,w4lc57jlk4n4d,1762415516,0,14,76,0,0,0,0,0,0
22582979,w4lc57jlk4n4d,1762415506,0,15,75,0,0,0,0,0,0
22582980,w4lc57jlk4n4d,1762415506,0,15,75,0,0,0,0,0,0
22582967,w4lc57jlk4n4d,1762415496,0,15,79,0,0,0,0,0,0
22582968,w4lc57jlk4n4d,1762415496,0,15,79,0,0,0,0,0,0
22582955,w4lc57jlk4n4d,1762415486,0,15,74,0,0,0,0,0,0
22582956,w4lc57jlk4n4d,1762415486,0,15,74,0,0,0,0,0,0
22582943,w4lc57jlk4n4d,1762415476,0,15,75,0,0,0,0,0,0
22582944,w4lc57jlk4n4d,1762415476,0,15,75,0,0,0,0,0,0
22582931,w4lc57jlk4n4d,1762415466,0,15,74,0,0,0,0,0,0
22582932,w4lc57jlk4n4d,1762415466,0,15,74,0,0,0,0,0,0
22582919,w4lc57jlk4n4d,1762415456,0,15,71,0,0,0,0,0,0
22582920,w4lc57jlk4n4d,1762415456,0,15,71,0,0,0,0,0,0
22582907,w4lc57jlk4n4d,1762415446,0,15,73,0,0,0,0,0,0
22582908,w4lc57jlk4n4d,1762415446,0,15,73,0,0,0,0,0,0
22582895,w4lc57jlk4n4d,1762415436,0,15,72,0,0,0,0,0,0
22582896,w4lc57jlk4n4d,1762415436,0,15,72,0,0,0,0,0,0
22582883,w4lc57jlk4n4d,1762415426,0,15,73,0,0,0,0,0,0
22582884,w4lc57jlk4n4d,1762415426,0,15,73,0,0,0,0,0,0
22582871,w4lc57jlk4n4d,1762415416,0,15,74,0,0,0,0,0,0
22582872,w4lc57jlk4n4d,1762415416,0,15,74,0,0,0,0,0,0
22582859,w4lc57jlk4n4d,1762415406,0,15,75,0,0,0,0,0,0
22582860,w4lc57jlk4n4d,1762415406,0,15,75,0,0,0,0,0,0
22582847,w4lc57jlk4n4d,1762415396,0,15,73,0,0,0,0,0,0
22582848,w4lc57jlk4n4d,1762415396,0,15,73,0,0,0,0,0,0
22582835,w4lc57jlk4n4d,1762415386,0,14,73,0,0,0,0,0,0
22582836,w4lc57jlk4n4d,1762415386,0,14,73,0,0,0,0,0,0
22582823,w4lc57jlk4n4d,1762415376,0,14,74,0,0,0,0,0,0
22582824,w4lc57jlk4n4d,1762415376,0,14,74,0,0,0,0,0,0
22582811,w4lc57jlk4n4d,1762415366,0,15,76,0,0,0,0,0,0
22582812,w4lc57jlk4n4d,1762415366,0,15,76,0,0,0,0,0,0
22582799,w4lc57jlk4n4d,1762415356,0,14,76,0,0,0,0,0,0
22582800,w4lc57jlk4n4d,1762415356,0,14,76,0,0,0,0,0,0
22582787,w4lc57jlk4n4d,1762415346,0,14,74,0,0,0,0,0,0
22582788,w4lc57jlk4n4d,1762415346,0,14,74,0,0,0,0,0,0
22582775,w4lc57jlk4n4d,1762415336,0,15,73,0,0,0,0,0,0
22582776,w4lc57jlk4n4d,1762415336,0,15,73,0,0,0,0,0,0
22582763,w4lc57jlk4n4d,1762415326,0,14,75,0,0,0,0,0,0
22582764,w4lc57jlk4n4d,1762415326,0,14,75,0,0,0,0,0,0
22582751,w4lc57jlk4n4d,1762415316,0,15,74,0,0,0,0,0,0
22582752,w4lc57jlk4n4d,1762415316,0,15,74,0,0,0,0,0,0
22582741,w4lc57jlk4n4d,1762415306,0,14,76,0,0,0,0,0,0
22582742,w4lc57jlk4n4d,1762415306,0,14,76,0,0,0,0,0,0
22582729,w4lc57jlk4n4d,1762415296,0,15,76,0,0,0,0,0,0
22582730,w4lc57jlk4n4d,1762415296,0,15,76,0,0,0,0,0,0
22582717,w4lc57jlk4n4d,1762415286,0,15,75,0,0,0,0,0,0
22582718,w4lc57jlk4n4d,1762415286,0,15,75,0,0,0,0,0,0
22582705,w4lc57jlk4n4d,1762415276,0,14,77,0,0,0,0,0,0
22582706,w4lc57jlk4n4d,1762415276,0,14,77,0,0,0,0,0,0
22582693,w4lc57jlk4n4d,1762415266,0,15,72,0,0,0,0,0,0
22582694,w4lc57jlk4n4d,1762415266,0,15,72,0,0,0,0,0,0
22582681,w4lc57jlk4n4d,1762415256,0,16,72,0,0,0,0,0,0
22582682,w4lc57jlk4n4d,1762415256,0,16,72,0,0,0,0,0,0
22582669,w4lc57jlk4n4d,1762415246,0,15,75,0,0,0,0,0,0
22582670,w4lc57jlk4n4d,1762415246,0,15,75,0,0,0,0,0,0
22582657,w4lc57jlk4n4d,1762415236,0,15,76,0,0,0,0,0,0
22582658,w4lc57jlk4n4d,1762415236,0,15,76,0,0,0,0,0,0
22582645,w4lc57jlk4n4d,1762415226,0,15,74,0,0,0,0,0,0
22582646,w4lc57jlk4n4d,1762415226,0,15,74,0,0,0,0,0,0
22582633,w4lc57jlk4n4d,1762415216,0,16,72,0,0,0,0,0,0
22582634,w4lc57jlk4n4d,1762415216,0,16,72,0,0,0,0,0,0
22582621,w4lc57jlk4n4d,1762415205,0,15,75,0,0,0,0,0,0
22582622,w4lc57jlk4n4d,1762415205,0,15,75,0,0,0,0,0,0
22582611,w4lc57jlk4n4d,1762415195,0,15,73,0,0,0,0,0,0
22582612,w4lc57jlk4n4d,1762415195,0,15,73,0,0,0,0,0,0
22582599,w4lc57jlk4n4d,1762415185,0,14,74,0,0,0,0,0,0
22582600,w4lc57jlk4n4d,1762415185,0,14,74,0,0,0,0,0,0
22582587,w4lc57jlk4n4d,1762415175,0,14,75,0,0,0,0,0,0
22582588,w4lc57jlk4n4d,1762415175,0,14,75,0,0,0,0,0,0
22582575,w4lc57jlk4n4d,1762415165,0,14,74,0,0,0,0,0,0
22582576,w4lc57jlk4n4d,1762415165,0,14,74,0,0,0,0,0,0
22582563,w4lc57jlk4n4d,1762415155,0,15,72,0,0,0,0,0,0
22582564,w4lc57jlk4n4d,1762415155,0,15,72,0,0,0,0,0,0
22582551,w4lc57jlk4n4d,1762415145,0,15,75,0,0,0,0,0,0
22582552,w4lc57jlk4n4d,1762415145,0,15,75,0,0,0,0,0,0
22582539,w4lc57jlk4n4d,1762415135,0,15,74,0,0,0,0,0,0
22582540,w4lc57jlk4n4d,1762415135,0,15,74,0,0,0,0,0,0
22582527,w4lc57jlk4n4d,1762415125,0,15,72,0,0,0,0,0,0
22582528,w4lc57jlk4n4d,1762415125,0,15,72,0,0,0,0,0,0
22582515,w4lc57jlk4n4d,1762415115,0,14,68,0,0,0,0,0,0
22582516,w4lc57jlk4n4d,1762415115,0,14,68,0,0,0,0,0,0
22582501,w4lc57jlk4n4d,1762415105,0,14,74,0,0,0,0,0,0
22582502,w4lc57jlk4n4d,1762415105,0,14,74,0,0,0,0,0,0
22582489,w4lc57jlk4n4d,1762415095,0,15,72,0,0,0,0,0,0
22582490,w4lc57jlk4n4d,1762415095,0,15,72,0,0,0,0,0,0
22582477,w4lc57jlk4n4d,1762415085,0,14,75,0,0,0,0,0,0
22582478,w4lc57jlk4n4d,1762415085,0,14,75,0,0,0,0,0,0
22582465,w4lc57jlk4n4d,1762415075,0,15,72,0,0,0,0,0,0
22582466,w4lc57jlk4n4d,1762415075,0,15,72,0,0,0,0,0,0
22582453,w4lc57jlk4n4d,1762415065,0,15,77,0,0,0,0,0,0
22582454,w4lc57jlk4n4d,1762415065,0,15,77,0,0,0,0,0,0
22582441,w4lc57jlk4n4d,1762415055,0,17,77,0,0,0,0,0,0
22582442,w4lc57jlk4n4d,1762415055,0,17,77,0,0,0,0,0,0
22582429,w4lc57jlk4n4d,1762415045,0,17,72,0,0,0,0,0,0
22582430,w4lc57jlk4n4d,1762415045,0,17,72,0,0,0,0,0,0
22582417,w4lc57jlk4n4d,1762415035,0,15,72,0,0,0,0,0,0
22582418,w4lc57jlk4n4d,1762415035,0,15,72,0,0,0,0,0,0
22582405,w4lc57jlk4n4d,1762415025,0,15,71,0,0,0,0,0,0
22582406,w4lc57jlk4n4d,1762415025,0,15,71,0,0,0,0,0,0
22582393,w4lc57jlk4n4d,1762415015,0,14,74,0,0,0,0,0,0
22582394,w4lc57jlk4n4d,1762415015,0,14,74,0,0,0,0,0,0
22582381,w4lc57jlk4n4d,1762415005,0,15,73,0,0,0,0,0,0
22582382,w4lc57jlk4n4d,1762415005,0,15,73,0,0,0,0,0,0
22582369,w4lc57jlk4n4d,1762414994,0,14,71,0,0,0,0,0,0
22582370,w4lc57jlk4n4d,1762414994,0,14,71,0,0,0,0,0,0
22582357,w4lc57jlk4n4d,1762414984,0,15,73,0,0,0,0,0,0
22582358,w4lc57jlk4n4d,1762414984,0,15,73,0,0,0,0,0,0
22582345,w4lc57jlk4n4d,1762414974,0,14,73,0,0,0,0,0,0
22582346,w4lc57jlk4n4d,1762414974,0,14,73,0,0,0,0,0,0
22582333,w4lc57jlk4n4d,1762414964,0,14,72,0,0,0,0,0,0
22582334,w4lc57jlk4n4d,1762414964,0,14,72,0,0,0,0,0,0
22582321,w4lc57jlk4n4d,1762414954,0,15,73,0,0,0,0,0,0
22582322,w4lc57jlk4n4d,1762414954,0,15,73,0,0,0,0,0,0
22582309,w4lc57jlk4n4d,1762414944,0,14,76,0,0,0,0,0,0
22582310,w4lc57jlk4n4d,1762414944,0,14,76,0,0,0,0,0,0
22582297,w4lc57jlk4n4d,1762414934,0,15,74,0,0,0,0,0,0
22582298,w4lc57jlk4n4d,1762414934,0,15,74,0,0,0,0,0,0
22582285,w4lc57jlk4n4d,1762414924,0,14,75,0,0,0,0,0,0
22582286,w4lc57jlk4n4d,1762414924,0,14,75,0,0,0,0,0,0
22582273,w4lc57jlk4n4d,1762414914,0,15,73,0,0,0,0,0,0
22582274,w4lc57jlk4n4d,1762414914,0,15,73,0,0,0,0,0,0
22582261,w4lc57jlk4n4d,1762414904,0,14,73,0,0,0,0,0,0
22582262,w4lc57jlk4n4d,1762414904,0,14,73,0,0,0,0,0,0
22582249,w4lc57jlk4n4d,1762414894,0,15,73,0,0,0,0,0,0
22582250,w4lc57jlk4n4d,1762414894,0,15,73,0,0,0,0,0,0
22582237,w4lc57jlk4n4d,1762414884,0,15,71,0,0,0,0,0,0
22582238,w4lc57jlk4n4d,1762414884,0,15,71,0,0,0,0,0,0
22582225,w4lc57jlk4n4d,1762414874,0,15,71,0,0,0,0,0,0
22582226,w4lc57jlk4n4d,1762414874,0,15,71,0,0,0,0,0,0
22582213,w4lc57jlk4n4d,1762414864,0,14,72,0,0,0,0,0,0
22582214,w4lc57jlk4n4d,1762414864,0,14,72,0,0,0,0,0,0
22582201,w4lc57jlk4n4d,1762414854,0,14,73,0,0,0,0,0,0
22582202,w4lc57jlk4n4d,1762414854,0,14,73,0,0,0,0,0,0
22582191,w4lc57jlk4n4d,1762414844,0,15,69,0,0,0,0,0,0
22582192,w4lc57jlk4n4d,1762414844,0,15,69,0,0,0,0,0,0
22582179,w4lc57jlk4n4d,1762414834,0,15,73,0,0,0,0,0,0
22582180,w4lc57jlk4n4d,1762414834,0,15,73,0,0,0,0,0,0
22582167,w4lc57jlk4n4d,1762414824,0,14,71,0,0,0,0,0,0
22582168,w4lc57jlk4n4d,1762414824,0,14,71,0,0,0,0,0,0
22582155,w4lc57jlk4n4d,1762414814,0,14,72,0,0,0,0,0,0
22582156,w4lc57jlk4n4d,1762414814,0,14,72,0,0,0,0,0,0
22582143,w4lc57jlk4n4d,1762414804,0,15,71,0,0,0,0,0,0
22582144,w4lc57jlk4n4d,1762414804,0,15,71,0,0,0,0,0,0
22582131,w4lc57jlk4n4d,1762414794,0,16,71,0,0,0,0,0,0
22582132,w4lc57jlk4n4d,1762414794,0,16,71,0,0,0,0,0,0
22582119,w4lc57jlk4n4d,1762414784,0,16,69,0,0,0,0,0,0
22582120,w4lc57jlk4n4d,1762414784,0,16,69,0,0,0,0,0,0
22582107,w4lc57jlk4n4d,1762414774,0,14,73,0,0,0,0,0,0
22582108,w4lc57jlk4n4d,1762414774,0,14,73,0,0,0,0,0,0
22582093,w4lc57jlk4n4d,1762414764,0,14,68,0,0,0,0,0,0
22582094,w4lc57jlk4n4d,1762414764,0,14,68,0,0,0,0,0,0
22582081,w4lc57jlk4n4d,1762414754,0,13,63,0,0,0,0,0,0
22582082,w4lc57jlk4n4d,1762414754,0,13,63,0,0,0,0,0,0
22582069,w4lc57jlk4n4d,1762414744,0,13,69,0,0,0,0,0,0
22582070,w4lc57jlk4n4d,1762414744,0,13,69,0,0,0,0,0,0
22582057,w4lc57jlk4n4d,1762414734,0,13,64,0,0,0,0,0,0
22582058,w4lc57jlk4n4d,1762414734,0,13,64,0,0,0,0,0,0
22582045,w4lc57jlk4n4d,1762414724,0,13,69,0,0,0,0,0,0
22582046,w4lc57jlk4n4d,1762414724,0,13,69,0,0,0,0,0,0
22582033,w4lc57jlk4n4d,1762414714,0,14,68,0,0,0,0,0,0
22582034,w4lc57jlk4n4d,1762414714,0,14,68,0,0,0,0,0,0
22582021,w4lc57jlk4n4d,1762414704,0,14,65,0,0,0,0,0,0
22582022,w4lc57jlk4n4d,1762414704,0,14,65,0,0,0,0,0,0
22582009,w4lc57jlk4n4d,1762414694,0,14,68,0,0,0,0,0,0
22582010,w4lc57jlk4n4d,1762414694,0,14,68,0,0,0,0,0,0
22581997,w4lc57jlk4n4d,1762414684,0,13,61,0,0,0,0,0,0
22581998,w4lc57jlk4n4d,1762414684,0,13,61,0,0,0,0,0,0
22581985,w4lc57jlk4n4d,1762414674,0,15,66,0,0,0,0,0,0
22581986,w4lc57jlk4n4d,1762414674,0,15,66,0,0,0,0,0,0
22581973,w4lc57jlk4n4d,1762414664,0,17,63,0,0,0,0,0,0
22581974,w4lc57jlk4n4d,1762414664,0,17,63,0,0,0,0,0,0
22581961,w4lc57jlk4n4d,1762414654,0,15,58,0,0,0,0,0,0
22581962,w4lc57jlk4n4d,1762414654,0,15,58,0,0,0,0,0,0
22581949,w4lc57jlk4n4d,1762414643,0,15,65,0,0,0,0,0,0
22581950,w4lc57jlk4n4d,1762414643,0,15,65,0,0,0,0,0,0
22581937,w4lc57jlk4n4d,1762414633,0,16,64,1,0,0,0,0,0
22581938,w4lc57jlk4n4d,1762414633,0,16,64,1,0,0,0,0,0
22581925,w4lc57jlk4n4d,1762414623,0,15,62,0,2,0,0,0,0
22581926,w4lc57jlk4n4d,1762414623,0,15,62,0,2,0,0,0,0
22581913,w4lc57jlk4n4d,1762414613,0,13,62,0,1,0,0,0,0
22581914,w4lc57jlk4n4d,1762414613,0,13,62,0,1,0,0,0,0
22581911,w4lc57jlk4n4d,1762414612,0,13,62,0,0,0,0,0,0
22581912,w4lc57jlk4n4d,1762414612,0,13,62,0,0,0,0,0,0
22581899,w4lc57jlk4n4d,1762414603,0,0,0,0,0,0,0,1,0